status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
496760523694278_721141174589544,"i like to study right on Sather gate so its easier to spot pretty women while i study. knock out two birds with one stone, but alot of women are really shy",,status,,2014-07-16 17:26:46,0,1,0
496760523694278_691557627547899,"I've been studying all night for my 8 AM final. A couple minutes ago I realized that I needed a little study/pee break, so I went into the bathroom and took care of my business. Then I realized I was slightly horny and wasn't quite ready to go back to work, so I went back into the handicapped stall, whipped out da Hub on my cellular phone. Once I had found a vid of some German milf blowing ""police officers,"" I pulled out my Johnson and started beating the monkey. It is important to note that I have my peen in one hand and my phone in the other. Its slightly precarious, but I make it work. After a couple minutes, the video started getting weird (those Germans :/) so I decided I should switch it up a little. I went back to the home page and skipped through a couple pages, found something that looked suitable for the job, and went back to it. The video started a little slow though, so I repositioned my grip with my phone hand so that I could move the video ahead a bit. My phone started to slip out of my hand, headed directly for the disgusting handicapped toilet bowl. *GASP!!* I squirmed to save my phone and just in time juggled it against my body, pressing it into my chest. Safety. I regained composure, carefully skipped the video ahead past the opening credits, and continue with the deed. When I came, it was the sweet, victorious cum of a man who had stared doom strait in the face and won. At that moment, like Andy Dufresne, I could have crawled through a quarter mile of shit and come out a clean man. Plus, my phone still works and isn't covered in toilet water!
In related news, I am stoked to be moving out of the dorms in 4 days! #tp",,status,,2014-05-13 00:32:20,52,26,1
496760523694278_690522080984787,"Seeing people save spots in Main Stacks with their books/notes for extended periods of time makes me absolutely sick. Its a tragedy of the commons situation - individual selfishness and greed makes life difficult for everybody. 

If nobody saved spots, there would be plenty of spaces to go around all the time, so nobody would worry about saving spots. But since some assholes decide to save spots, space is limited and so people who ordinarily would not save a place will do so because if they do not they worry they won't have a place to study later. 

To fix a tragedy of the commons situation, you've gotta impose risks and disincentives to make most people avoid being shitheads. So from now on I'm gonna be the Stacks Batman:

Be warned, assholes of stacks, if I'm sitting at a table, and you leave and don't come back for over an hour, I'm gonna hide your things. Simple as that. Let this be a warning to everyone who uses stacks. In fact, I'll probably send pictures of the things I've taken and hidden to UCB confessions, with name and personal info exposed, so that we all can see who the assholes of stacks are. So if you'd like to risk losing your notes the week before finals, carry on.",,status,,2014-05-10 22:08:05,277,26,1
496760523694278_690521690984826,"To be honest, if you want to impress your ""girl"" or your ""boy"" please can you do it outside the fucking library? I'm pretty sure your crush will be impressed at how focused you are in your studies rather than you fucking cracking at stupid posts on facebook. Please shut the fuck up. Especially the people in Moffitt Library.",,status,,2014-05-10 22:07:12,28,3,0
496760523694278_690521407651521,"So I hooked up with this guy at the beginning of the semester. He was older than me. We decided to go back to my room where we made out. It then lead to him giving me a hand job. When I finally came, he kept stoking my penis. It felt great but it started feeling weird after a while. He kept stroking and I felt something about to come out. Naturally, I expected it to be more semen but it turned out being urine. I peed all over that poor guy's hand! It was soo embarrassing! I haven't seen him since, and good thing too!",,status,,2014-05-10 22:06:36,17,16,0
496760523694278_690521244318204,I peed in a classroom in dwinelle because I did not want to leave. #finals.,,status,,2014-05-10 22:05:53,26,2,0
496760523694278_690521214318207,I just took my gsi's virginity,,status,,2014-05-10 22:05:42,192,12,1
496760523694278_690521140984881,"Since coming to Cal, I have slept through half a final and still passed the class, blacked out many times, one time including a trip to the hospital, lost my virginity, made amazing friends, drank beer out of a strippers ass, missed a crap-load of class, danced wearing nothing but women's underwear, and pissed my bed twice due to alcohol. What a year.",,status,,2014-05-10 22:05:23,83,21,1
496760523694278_690520550984940,"My roommate's in the reserves and when he's gone for his one weekend a month I like to go around picking up chicks, getting meals paid for me and have people ""thank me for my service"". If I'm running on E I just stop by at the gas station, tell someone I forgot my wallet and get filled up. If I really want to up the ante, I just bust out the wheelchair, and if I'm really feeling ballsy I pin on that purple heart I bought on ebay. Don't judge.",,status,,2014-05-10 22:03:06,7,7,0
496760523694278_690520230984972,"mmmmm boys who wear sweatpants with nothing underneath. god bless u, god bless u all.",,status,,2014-05-10 22:01:20,36,6,1
496760523694278_689606401076355,"i'm in mainstacks right now and i'm pretending to save a seat for a friend but i just dont want it to look like i'm studying by myself. Like i got here first so dont look pissed when you come ask me if it's taken, yes its fucken taken even if my friend doesnt exists. it serves a purpose to me and i got here first fuck",,status,,2014-05-08 19:20:01,0,3,0
496760523694278_689096811127314,"I am incredibly attracted to black men. I often find myself fantasizing how our coffee and cream children would look like.

I'm an asian male.",,status,,2014-05-07 15:38:58,30,13,1
496760523694278_689096751127320,"My roommate got a goldfish over Thanksgiving, even though I really, really hate fish. I know that bastard watches me in my sleep, so every night when I come home, I pour as much vodka as I can into its bowl. I wish it would just hurry up and die already.",,status,,2014-05-07 15:38:35,44,5,2
496760523694278_689096347794027,"Sometimes I do fall into the dark pit of thinking Berkeley is the wrong school for me—that I picked it because it was one of the most prestigious schools I got accepted to, and not because I actually wanted to come here.
The lack of fun, the awkward people, the dangerous streets, and the ridiculous grade inflation and competition (from all the pre-Haas, pre-meds, etc.) all have me regretting my choice to have come to this school.

However, I realize that I am chasing my dreams here. Berkeley was the school I wanted to go to since I was 7—before I understood anything about college rankings and Nobel prizes—and that dream is being achieved. I may be struggling in classes and some nights, I may be lonelier than I want to admit, but I'm proud to be here. I'm proud to go to other states and countries and tell people: ""I go to UC Berkeley"" and see the awe shine in their faces. I'm proud to be a part of a campus that's notorious for civil rights rallies, marijuana, and a phenomenal arts scene.
When it comes down to it, I got here to this point in my life—higher than 90% of the world could even imagine of rising to—and I may have some bad grades but I also have spectacular ones, and those are what I should be proud of. I don't always feel at place here but I feel lucky to even be considered a Berkeley student. And I wouldn't have it any other way.",,status,,2014-05-07 15:37:01,280,17,0
496760523694278_689096034460725,im a girl who LOVES sex but i hate that guys have to go telling everyone who they slept with afterwards. keep that shit to yourself yadig?,,status,,2014-05-07 15:35:43,16,3,0
496760523694278_689095997794062,"All my Asian and White guy friends think they can get at me, but they don't know that I secretly swoon over Black guys. Get at me, I want the big D.",,status,,2014-05-07 15:35:29,6,19,0
496760523694278_689095797794082,"Why do black people always feel the need to blare their music to the public. Doesn't matter if it's on their phone, tablet, stereo, WHATEVER the device is they, whether its on the bus, subway, bus stop, in their cars (where they play the music at deafening levels) w/e, they feel the need for you to enjoy their music too. I got news for you though, it's fucking RUDE and INCONSIDERATE! Put some god damn headphones on like the rest of us! thank you",,status,,2014-05-07 15:34:36,9,15,0
496760523694278_689095581127437,"I know seats are hard to come by in the library during RRR and finals week. Leaving your stuff there a short while is ok, but the seats next to me have been vacant for 45 and 90 minutes respectively while the people's stuff is still there. I'm getting interrupted because people keep approaching to take a seat that isn't vacant. If you are leaving for longer than it takes to grab a drink or use the restroom, give up your seat. You have no manners or class. You know who you are.",,status,,2014-05-07 15:33:47,34,6,0
496760523694278_689095464460782,"Words of advice: For every cup of coffee you have in the coming weeks, drink at least two cups of water. Also try to get at least a little bit of sun every day that it's out. And exercise at least once a week. And drop out of school.",,status,,2014-05-07 15:33:22,100,3,1
496760523694278_689095217794140,"During last year's naked run, I saw all the dirty, nasty, and white people take off all their clothes at the entrance to Moffit staircase.

But I noticed a peculiar person. An a tight young asian girl with firm b-cup titties, and a bubble butt. She was adorable and I marveled at her naked body as I video taped her running across the room. Just as she and her friends left, I went over and grabbed her clothes.

I immediately licked her g-string and stuffed it into my pocket. I took her bra, her t-shirt, and her shorts and shoved them into my backpack, and then I waited for the nudists to return.

She eventually returned but spent about 20 minutes looking for her stuff, while I recorded her naked body from a distance. A video I still jerk off to to this day. 

She gave up and one of her friends gave her a t shirt and some underwear and she began her humiliating walk home. Little did she know that I still have her underwear and I sniff them as much as I can.

If you're that girl and you're horny, then comment below and I'll get back to you ;)",,status,,2014-05-07 15:32:54,17,14,1
496760523694278_688733661163629,"I'm bisexual in a social fraternity, but I don't feel comfortable coming out to anyone, even though there are other gay people in my fraternity too. It's easy to hide. Bisexuality is so misunderstood, as some transitional phase between homosexuality and heterosexuality, like it doesn't really exist. Whenever people want to talk about girls, I can do that because I'm actually interested in them, and people will think I'm straight. But sometimes, I just want to talk about (and casually hook up with?) guys too. Who would I be able to talk to about this? Do you think my girlfriend would be down?",,status,,2014-05-06 18:59:47,12,6,0
496760523694278_688733591163636,"Some GSIs take their ""job"" too serious. I understand you 'care' about education and strive to teach a great deal of material to your students.... but seriously, that high horse you're sitting on, is imaginary. Really, it is. Preaching rights, equality, and righteousness, while enjoying your power trip makes you look like a douche bag. Grading down to encourage higher quality work (when the work is absolutely fine) is abusive and unfair. Furthermore, saying that grades dont matter and it should be about the education as you encourage us to go into grad school makes you hella stupid. You're not encouraging students to do better when you make them feel inadequate because you have self esteem issues. Stop acting like you're some hot shit. You're not. Given, you may know a lot - and thats great! But being a dick about it, makes you hated across campus. And its easier to talk shit about a single GSI who is on a power trip, than a GSI talking shit about undergraduates who emphasize your unfair evaluation of students' work. And I hate to admit this, but female GSIs seem to have it the worst.",,status,,2014-05-06 18:59:41,31,3,0
496760523694278_688733561163639,I'd never date a girl that doesn't lift.,,status,,2014-05-06 18:59:35,28,9,1
496760523694278_688731841163811,"Sometimes, I buy things from Urban Outfitters and pretend I got them from thrift stores. I know I'm not supposed to, but sometimes they genuinely have nice clothes.",,status,,2014-05-06 18:51:51,12,3,0
496760523694278_688731721163823,it really pisses me off when guys hit me up to go to parties with them as long as i bring along my hot friends. nigga please this aint okcupid,,status,,2014-05-06 18:51:31,41,4,1
496760523694278_688731491163846,"I honestly hate my roommate with almost everything in me. He is a complete asshole. Since I'm not a bigger man however, I tend to stoop back to his level. Everyday I hold up gas and fart on his pillow when he's not in the room. I also jack off in his room and smear it in his sheets.

Sorry, but he shouldn't be messing with me.",,status,,2014-05-06 18:50:29,7,7,1
496760523694278_688731251163870,"Coming into college, I was so excited. But now, I'm just miserable and regret choosing Berkeley. I'm in a triple, and my roommates only talk to each other. Whenever I try to start a conversation, all I get are one word responses. It just got to a point that I stopped trying to even make an effort to talk to them anymore. The other people on my floor are just as unfriendly and rude. Even though there are always people around me, I have never felt so lonely. It seems like everyone here has made close friends already, so no one even cares about meeting new people anymore. People here can be so cliquish. There's no one to talk to here. I miss my friends from high school. I miss home. I don't want to cry myself to sleep another night. I just want to get through with the next two weeks so that I can finally go home.",,status,,2014-05-06 18:49:25,9,17,2
496760523694278_688731001163895,"I've rubbed my penis all over every doorknob in Griffiths in Unit 2. It's 3 am in the morning, do you know what your floormates are doing?",,status,,2014-05-06 18:48:29,20,6,1
496760523694278_688730974497231,Professor Reich is sooooo cute. I just wanna pick him up and put him in my pocket. Or maybe take him home and set him on the shelf. Then I'll feed him little cubes of cheese or something,,status,,2014-05-06 18:48:17,52,11,1
496760523694278_688730934497235,I have a pube that's longer than my dick. Holy fuck,,status,,2014-05-06 18:48:07,15,8,1
496760523694278_688730897830572,"If you come to lecture and you already know the material, you really don't need to mumble everything out loud before the professor says it or laugh at his mistakes. Just don't come to lecture. You're really really annoying.",,status,,2014-05-06 18:47:57,26,0,0
496760523694278_678890602147935,When are there going to be new posts? How else are we going to procrastinate going into finals,,status,,2014-04-17 04:17:52,1,0,0
496760523694278_676355102401485,"After a long hiatus, UC Berkeley Confessions is back! Submit your confessions to http://tinyurl.com/berkconfessions",UCB Confessions,link,http://tinyurl.com/berkconfessions,2014-04-11 18:34:25,60,7,3
496760523694278_262675050570103,"Naweed Mohabbat BLATANTLY LYING TO STUDENTS TO GET VOTES: 
https://www.youtube.com/watch?v=XsColYxZ54I

DO NOT VOTE FOR NAWEED. HE LIES BLATANTLY.","Naweed Mohabbat, ASUC Presidential Candidate, Lies to Students",video,https://www.youtube.com/watch?v=XsColYxZ54I,2014-04-09 21:40:52,1,0,0
496760523694278_663291303707865,"Hello UC Berkeley Confessions,

Please share this Page with your group. With so many things happening at UCB and not having the chance to share it, with a picture, to the whole student body, this page has come to fruition. 

Best,

UCB Snaps",,status,,2014-03-12 02:09:30,1,0,0
496760523694278_658539080849754,"Whatever happened to this page?
",,status,,2014-03-01 00:43:03,3,0,0
496760523694278_10203065756472670,"This is a page created for UC Berkeley students to post their anonymous secrets for anything or anyone here at Cal! 

Let your secrets out, anonymously. 

http://goo.gl/KLfEQX",UC Berkeley Secrets,link,https://www.facebook.com/BerkeleySecrets/,2014-01-08 00:30:23,0,0,0
496760523694278_633067840063545,Did you die?,,status,,2014-01-03 21:52:07,0,1,0
496760523694278_626387024064960,"Cheers to Fall 2013: 

A semester at Berkeley 
It's been quite a ride
But finals are here
And there's nowhere to hide

The time now has come
To reflect on the year
On essays, and asians
And truckloads of beer 

Gettin frisky at the Coops 
Blacking out at SAE 
Trying coke for the first time
Cause how bad could it be?

Gameday turnup 9 am
Lookin for conquest 
Drunken hookup with a 9
But a sober 4 at best  

Dinner at Asian ghetto
Hobos on the prowl 
Thank Jesus for Berkeley time 
But fuck flyers on Sproul

Vitali flows like waterfalls
Cheep beer like a river 
We've got giant brains goddamit
Who needs a fucking liver

Through cold-ass fucking winters
And heart crushing breakups
Through late nights at the Library 
And phone-alarm wakeups

Through all of the trauma 
Of that hard Berkeley Grind 
A semester at Berkeley
Is the best you can find 

So here's to the fall
And the coming Spring months
And prepare for more fun
Cause you only live once",,status,,2013-12-19 18:48:10,428,19,17
496760523694278_626385730731756,"In Etcheverry Hall, there's a student lounge on the second floor that looks just like the scene where the fake interviews for girls who want to become pornstars are filmed: equipped with black leather couch and everything. My boyfriend and I went there tonight, and he interviewed me for a job as a pornstar. I think I nailed it, or the other way around ;)",,status,,2013-12-19 18:43:39,52,2,1
496760523694278_626385554065107,"To the two dumb freshman (asian guy and asian girl) studying in the Unit 2 Conference Room underground (12/17/2013),
If you're going to talk about cheating on your Math 1A final, by sitting next to each other (guy sitting to the right of the girl since she's left handed) you probably shouldn't do it in a study room where it's completely silent. Use indoor voices too cause I'm trying to study. K thanks.",,status,,2013-12-19 18:43:03,37,4,0
496760523694278_625201057516890,"Being a smooth pick-up artist I am, I went up to a girl in main stacks while she was studying, pulled out a mistle-toe and said YO, can I kiss yoh' vag under the mistletoe? 

She slapped me,  please give me another chance. 

That asian guy.",,status,,2013-12-16 17:26:26,74,10,1
496760523694278_254360208055436,"On behalf of all men, I want to make a sincere apology to all women who have been neglected, abused, mistreated, cheated, and disrespected in relationships. Also, I am speaking to the women who just can't seem to find the right guy. I have been speaking with women who are in these relationships, so I dedicate this to you all for being so strong when you don't even know that you are. Relationships should be a comfort zone, not where you feel uneasy. So please accept this apology and know that things will get better....",Playground,video,http://www.youtube.com/watch?v=kH4Rgok86tQ,2013-12-15 03:18:51,1,0,0
496760523694278_623858240984505,the worst feeling in the world is suspecting that the guy you're interested in might have feelings for your friend.,,status,,2013-12-13 16:50:31,30,3,0
496760523694278_623858140984515,"To the brown guy I met at ATO the other Saturday night:
 
The one with the Armani t-shirt, rolled up jeans and boots.You're extremely cute. I always see you studying at Main Stacks with your big white headphones. Sorry I was that drunk and that stupid, I've never been with anyone who isn't white so I was a little taken back.I really do want to hear more about NYC, please don't think I was blowing you off.

 Next time I see you at the stacks, notice me eye-fucking you.

That blonde from DG",,status,,2013-12-13 16:50:00,15,12,1
496760523694278_623857230984606,"To the FPF student who stole my wallet today (Dec. 12):
I understand that we don’t all come from similar backgrounds here and maybe things were tight for you. I get that, I really do. Quite honestly, I most likely wouldn’t have been angry if you had taken the $40 cash and just given me at least my room keys and Cal1Card. What I don’t understand is why you didn’t stop to think that maybe this decision wouldn’t just affect you. I hope you know that you making the conscious decision to take my wallet and everything in it not only ruined my day and any chances of studying for finals, but it had a negative impact on most people around me. My parents had to deal with my constant upset phone calls while they were trying to work, my roommate and suitemate had to take time out of their schedule to be available and let me in my own room, my friends had to deal with my bad mood, and the girls in my sorority house had to deal with the noise of me angrily trying to cancel my credit/debit cards as they were trying to study for finals. And not only did your conscious decision have a negative impact on these people, you made sure that I wouldn’t have a positive impact on others. When I woke up this morning, I was convinced I was going to have a good day. Who knows, maybe I would have given a homeless man some spare change or swiped hungry students in with the ID that you took from me, or even just smiled at people walking down the street and brightened their day. But you made sure this didn’t happen. So next time you find someone’s wallet on the ground, think twice about who you are really affecting when you have that choice to make. 
Sincerely, 
Everyone who could have had a good day",,status,,2013-12-13 16:45:38,82,10,0
496760523694278_623622007674795,"Twas the night before finals and all through the town, Not a student was drinking and not a frat made a sound. The adderall popped and the coffee was drank; In hopes that your mind won’t go suddenly blank The guys and chicks depart from their beds, While visions of passing danced ‘round their heads. Crammed cafes and library dates, Regretting the days that you slept in late While out on the campus there struck a big nerve, Of Asian kids sprinting to mess up the curve. The readings you ignored piled up to the ceiling; Our asses are saved by Wikipedia stealing. Time home for thanksgiving was a bittersweet tease, Come back to find college screwing you on your knees. Facebook and Twitter prove a hefty temptation, Earning your citizenship in the procrasti-NATION Exams handed out, the questions complex; Pray that it’s over like a night of bad sex Eyes begin wandering while we’re crammed in our seats; That one kid is dragged out for trying to cheat Smelly dude next to me, chill bro you’re fine! Lord knows that your grade will be better than mine Hand in the exam, relieved that it’s done; It’s been real but the furthest from fun Four down, one to go, and to all that relate. HAPPY FINALS TO ALL, AND TO ALL PASSING GRADES!!",,status,,2013-12-13 01:44:35,806,21,42
496760523694278_623621634341499,"To that tall blonde guy in pike. I think you play basketball, I don't think you drink, and I always see you walking around the north-side of campus during the week. You're friend (at least I think he's your friend) Dylan told me that you would be into me. We've officially met once, at an exchange, but I have no idea if you would remember me. I would love a snuggle-buddy for these last couple days of school, and you're a perfect candidate. 

I hear you're smart . . . so I'll tell you that I'm in DG, I'm brunette, and you have my number (although you've never texted me). Find out who I am, and I'll be waiting :)",,status,,2013-12-13 01:41:26,5,14,0
496760523694278_623621581008171,"To the brunette in Alpha Phi that I brought back to my apartment last weekend:

I was blacked out only knew I brought you home because my house-mate saw you on your way out in the morning. I found 2 condoms a couple feet from my trashcan when I finally managed to shake of that raging headache and get out of bed. I also found almost all of the lube in my dresser drawer on my sheets and surrounding the bottle on my floor. I literally have no idea what happened, but I thought your name was Laura or Lauren or something like that. I think I got your number, but since I don't know your name, looking though my contacts list doesn't help much. 

I you remember who I am, and you somehow happen to still have my number, you should hit me up. As fun as it is to not remember a night of nailing a hot sorority girl in my apartment, next time (if there is a next time) I hope we can do it pre-alcohol poisoning? I think some people here would call that rape, but I won't judge you that harshly. With the amount of lube missing from my bottle, I can only hope that we did anal, or at least something crazy. 

Let me know if we can make this work again.

Also, I VERY SLIGHTLY remember you saying something about a boyfriend to me last night. If you are currently in a relationship, I'd call you a pretty fucked up person. But I guess as the old saying goes, if someone's already got dibs on the pussy, just fuck the ass.

Talk / see you soon?",,status,,2013-12-13 01:40:47,4,2,1
496760523694278_623621554341507,"Anyone else feel like their friendships and their relationships with the people around them have just gone to shit lately?  A week ago, I was fine.  Life was good, wasn't stressing too much, and for the most part, my friendships were pretty good.  And then the fire nation attacked.  and by that, I mean that my best friend (and roommate) hooked up with my ex (a floor-mate), and I've just sat here as it feels like almost every one of my major friendships here is just unraveling and I feel powerless to stop it.  I didn't do a good enough job branching out at the beginning of the year (due to just sticking with my now ex), and now that my friendship with someone that I considered my bro has been compromised, I feel as though I have next to no where to turn.  The only places that I've really been able to find a consistent source of happiness have been at the gym, at work (which is also the gym), and in the bottom of what was an alcohol-filled cup.  For me, I feel like its time to turn a new leaf, and make some new friends.  I'll still keep the old ones in my life, but I feel like I need some people that I can actually count on.  With it being dead week/finals however, I haven't got a clue as to where to start.  Any ideas?  Also, anyone else going through a similar deal?",,status,,2013-12-13 01:40:27,24,8,0
496760523694278_623060594397603,"Seeing females I find attractive and friendly depresses me with a tinge of fear too.  It doesn't make sense to me.  The attractive part is understandable, but somehow the friendly part makes me feel cheated.  Like I wanted to think they were all vicious creatures.  But that's false.  So it's not intimidation. 

I force myself to get up at 5 am everyday and jog/cycle outside so I can avoid them. And lift in my room--the RSF is absolutely the worst place for me.  Too many doing cardio.  I sometimes start walking to campus for lecture, but then after noticing a pretty, smiling girl, I turn around and slink back to my room inexplicably demotivated.  I often get to-go boxes from Xroads and get back as fast as possible or sit in front of windows.  In my room I can finally raise my head and look straight ahead without fear (unless it's buried in a textbook).  In fact this RRR week is the best because they're likely studying and not in my view.

I wish I were comfortable/not insta-sad in their presence.",,status,,2013-12-11 16:36:40,3,11,0
496760523694278_623059794397683,"To the hipster guy in the red sweatshirt, black beanie, and big glasses at Pi Kapp's Winter in Waikiki who tried to tell my friend she was beautiful - I'm so sorry you got majorly cockblocked by our drunk friend. My friends and I thought you were really cute. Get at us next time, you won't get cockblocked ;)",,status,,2013-12-11 16:35:04,10,2,0
496760523694278_623059061064423,Shelly. I'm on your floor. You know I'm dating someone but that's only because I couldn't date you. I secretly like you,,status,,2013-12-11 16:34:21,3,3,0
496760523694278_623058264397836,"I met my girlfriend at a party a friend of mine from high school through in Berkeley. She's amazing: smart, funny, spontaneous - more than I could ever hope to end up with. Just the thing is - she's super passionate about Cal and has an avid passion for hating Stanford. Plot twist: I got to Stanford and she has no idea. 

As the UC Berkeley community, what do you guys think I should do? If I tell her, she will undoubtedly hate me forever. And if I don't, then I can't really bring her home all the way in Palo Alto to my dorm.. Every time we've ""chilled"", it was at her place and she's been hinting at wanting to see my place for a while. What do I do?",,status,,2013-12-11 16:32:15,14,12,0
496760523694278_622638904439772,"I'm a bi male, and I've had sex with both a girl and a boy who are now dating, or at least hooking up. I don't know how I should feel. It's like they're my kids or some shit.",,status,,2013-12-10 19:06:30,77,7,0
496760523694278_622638661106463,I'm a Stern girl dating a Bowles boy. He even lost his virginity to me but the only problem is: he doesn't know my real age. I'm 27. He is 20. I transferred here from community college and i didn't want to find an apt so I decided to just live in the residence halls since I can I pass for 22. He thinks we are close in age but we really are 7 years apart. I lied to him because I didn't think our relationship would be anything more than a fling but now he's told me he loves me. I feel scared that he will find out my age on the internet by doing a name search. I feel like I want to get out of the relationship because our age difference but my feelings for him prevent me from saying goodbye although I constantly threaten him that we will have to part.,,status,,2013-12-10 19:05:01,7,11,0
496760523694278_622263334477329,"To the cute asian girl who was giving out drinks at PiKapp the other night. You should say wassup, I gave u a wink and u gave me 2 drinks ;)",,status,,2013-12-09 20:16:25,16,5,0
496760523694278_622261894477473,"As an international student, I'm not used to catcalling. Should I be offended when they whistle at me or tell me I have a ""nice rack""? Or should I feel flattered? Is it weird that sometimes it makes me a little happy inside.....?",,status,,2013-12-09 20:13:20,9,8,0
496760523694278_622260301144299,"To the guy from Christian in Unit 1. I think your name was George. A couple days ago I met you at a party. You where pretty drunk, but you where still conscious enough to know what you are doing. I enjoyed my time with you. We made out for a while and next thing I know your fingers where in me. I swear I had never felt that good. Later in the night you took me home in unit 3, I wanted you to stay, I would of gave you a once in a lifetime experience. Please find me!

-GirlWhoYouFingeredAtAParty",,status,,2013-12-09 20:09:46,26,15,0
496760523694278_10102686504155943,Send and receive photos from random UC Berkeley students: ,Lucky - Randomly Exchange Photos with Friends,link,https://itunes.apple.com/us/app/lucky-randomly-exchange-photos/id766011825?mt=8,2013-12-09 18:43:23,1,0,0
496760523694278_621874667849529,"To all the people who arrive to class early and then save 2 or 3 extra seats for your ""friends"" coming later, FUCK YOU. When you come early, YOU and YOU ONLY are entitled to open seats, NOT YOUR SHITTY FUCKING FRIENDS. I don't care if your backpack is there, YOUR FRIEND IS NOT THERE, AND I WILL TAKE THAT SEAT unless your friend can morph into a backpack at will.

I came to class at 2:01 and this girl is saving three seats in the front row for her friends who just talk during class when the professor is talking. Once again, GO FUCK YOURSELF.

Sincerely,
A real student",,status,,2013-12-09 00:25:31,82,10,0
496760523694278_621873381182991,"To the girl that refused to take off her shirt while having sex last week: I forgot your name. Oh and you left your Water bottle in my room, i was severely hungover, took a drink, and threw up cuz it was either brandy or whiskey. fuck you, your water bottle is mine.",,status,,2013-12-09 00:19:02,28,0,0
496760523694278_621295807907415,"To the gorgeous blonde with incredible hair who works at moffitt library. I'm am stunned by your beauty. I didn't think it was possible for a simple smile to freeze me like a deer caught in headlights. It's been weeks and I can not get you out of my head. Someday soon I'll undergo the surgery necessary to remove the foot from my mouth and ask you for your name. Until then I'll just keep walking by the check in station with feigned disinterest. 

Sincerely, 
Twitterpated",,status,,2013-12-07 18:18:59,21,3,0
496760523694278_621295274574135,"Dear frat boys,

I understand why you avoid any sort of relationships. It must be really really difficult to have to deal with the same vagina day after day. I sincerely apologize that my vagina today looks the same as it did yesterday, though it would be nice if your penis looked different tomorrow. :)

Sincerely,
Your only ex-gf",,status,,2013-12-07 18:17:26,55,11,0
496760523694278_621294567907539,I went into the lounge downstairs in my building to play piano for a while.  When I walked in the room I noticed the couch was turned around and there was a blanket moving around on the other side of it.  There were some noises and whispering coming from under the blanket.  It did not take me long to realize that there was some passionate sexual activity going on under that blanket.  I hesitated for a moment then turned around to leave. I then changed my mind and headed for the piano.  I hope my romantic love songs and passionate singing was appreciated. Your Welcome,,status,,2013-12-07 18:14:46,214,8,1
496760523694278_619817324721930,Did this guy die?,,status,,2013-12-04 03:55:13,1,1,0
496760523694278_619815254722137,"Why have you not posted any confessions! 
ARE YOU ALIVE?! 
ARE FINALS KILLING YOU ?! 
I know I don't go to this school but reading everyone's confessions out of curiosity at night have been entertaining..and has showed me a little spark of the college experience. hurry the ef up.
 ""She doesn't even go here"" Yes. Yes I know. Bite me.",,status,,2013-12-04 03:43:30,7,0,0
496760523694278_222382404599368,"***FREE*** $7 VOUCHER toward any restaurant in Berkeley--delivery or dine-in when ordered thru Seamless!Promotion expires on December 15th. 

http://seamless.extole.com/a/clk/1pFXXZ",Online Ordering with Seamless,link,http://seamless.extole.com/a/clk/1pFXXZ,2013-12-01 17:36:50,0,0,0
496760523694278_616956165008046,"I wish I knew how to sing, that way I can sing a love song to a girl that catches my eye. I mean, I know how to talk to girls, but this way I can take her breath away. Girls deserve the world, and should be given the love and respect they deserve. Shout out to all the lovely ladies, much love for all of ya'll.

sincerely, 
the mysterious Mexican student",,status,,2013-11-27 01:32:36,76,7,0
