,Posemo,Negemo,Work,Date,Status_id,length_messages
53,,,,2016-10-19 20:08:00,462508190484900_1196475730421472,8
54,1.0,,,2016-10-19 20:08:00,462508190484900_1196475497088162,12
55,1.0,,,2016-10-19 20:08:00,462508190484900_1196475167088195,25
56,,,,2016-10-19 20:07:01,462508190484900_1196474990421546,10
57,6.0,6.0,3.0,2016-10-19 20:07:00,462508190484900_1196474927088219,111
58,2.0,,,2016-10-19 20:06:01,462508190484900_1196474650421580,21
59,2.0,2.0,,2016-10-19 20:05:00,462508190484900_1196473983754980,34
60,,,,2016-10-19 20:05:00,462508190484900_1196473893754989,14
61,2.0,,1.0,2016-10-19 20:04:01,462508190484900_1196473573755021,14
62,,,2.0,2016-10-19 20:04:00,462508190484900_1196473740421671,25
63,2.0,1.0,2.0,2016-10-19 20:03:01,462508190484900_1196473440421701,93
64,4.0,1.0,,2016-10-19 20:03:00,462508190484900_1196473207088391,18
65,2.0,3.0,3.0,2016-10-19 20:03:00,462508190484900_1196473093755069,67
66,5.0,1.0,5.0,2016-10-19 20:03:00,462508190484900_1196473303755048,64
67,2.0,4.0,,2016-10-19 20:02:01,462508190484900_1196472767088435,39
68,3.0,,1.0,2016-10-19 20:02:00,462508190484900_1196472813755097,31
69,,1.0,1.0,2016-10-19 20:02:00,462508190484900_1196472880421757,19
70,1.0,1.0,,2016-10-19 20:01:00,462508190484900_1196472560421789,25
71,2.0,1.0,,2016-10-19 20:01:00,462508190484900_1196472357088476,20
72,1.0,1.0,,2016-10-19 20:00:00,462508190484900_1196472307088481,27
73,,,3.0,2016-10-19 19:59:01,462508190484900_1196471423755236,27
74,,,,2016-10-19 19:59:00,462508190484900_1196471813755197,19
75,,,,2016-10-19 19:57:00,462508190484900_1196470263755352,6
76,1.0,,,2016-10-19 19:57:00,462508190484900_1196470163755362,8
77,1.0,4.0,,2016-10-19 19:56:00,462508190484900_1196470087088703,51
78,23.0,24.0,11.0,2016-10-19 19:56:00,462508190484900_1196469913755387,580
79,1.0,1.0,3.0,2016-10-19 19:56:00,462508190484900_1196469793755399,34
80,,,,2016-10-18 04:45:04,462508190484900_996847517128836,9
81,,,,2016-10-17 11:24:16,462508190484900_1194348610634184,5
82,1.0,,3.0,2016-10-17 10:45:00,462508190484900_1194317953970583,24
83,,1.0,1.0,2016-10-17 10:45:00,462508190484900_1194318130637232,36
84,,,,2016-10-17 10:44:00,462508190484900_1194317403970638,6
85,5.0,2.0,1.0,2016-10-17 10:44:00,462508190484900_1194317307303981,99
86,,1.0,1.0,2016-10-17 10:44:00,462508190484900_1194317810637264,29
87,3.0,5.0,,2016-10-17 10:43:00,462508190484900_1194316783970700,61
88,,1.0,2.0,2016-10-17 10:43:00,462508190484900_1194317067304005,40
89,3.0,1.0,,2016-10-17 10:42:00,462508190484900_1194316637304048,48
90,1.0,1.0,,2016-10-17 10:41:01,462508190484900_1194316140637431,25
91,2.0,1.0,,2016-10-17 10:41:00,462508190484900_1194316220637423,16
92,2.0,,2.0,2016-10-17 10:41:00,462508190484900_1194315830637462,22
93,1.0,,,2016-10-17 10:41:00,462508190484900_1194316013970777,9
94,1.0,,1.0,2016-10-17 10:40:00,462508190484900_1194315667304145,9
95,1.0,,,2016-10-17 10:40:00,462508190484900_1194315537304158,22
96,,1.0,,2016-10-17 10:34:01,462508190484900_1194306773971701,31
97,1.0,,,2016-10-17 10:34:00,462508190484900_1194308470638198,15
98,3.0,1.0,1.0,2016-10-17 10:34:00,462508190484900_1194307590638286,52
99,,,,2016-10-17 10:34:00,462508190484900_1194308737304838,8
100,2.0,2.0,8.0,2016-10-17 10:33:00,462508190484900_1194305567305155,84
101,3.0,1.0,,2016-10-17 10:33:00,462508190484900_1194305933971785,49
102,1.0,2.0,,2016-10-17 10:33:00,462508190484900_1194305760638469,28
103,,2.0,2.0,2016-10-17 10:32:00,462508190484900_1194305257305186,20
104,,,,2016-10-17 10:32:00,462508190484900_1194304717305240,7
105,1.0,1.0,1.0,2016-10-16 01:27:00,462508190484900_1193015040767541,24
106,5.0,1.0,,2016-10-16 01:27:00,462508190484900_1193015170767528,26
107,,,,2016-10-16 01:26:00,462508190484900_1193013700767675,16
108,2.0,,3.0,2016-10-16 01:26:00,462508190484900_1193013580767687,51
109,1.0,,,2016-10-16 01:26:00,462508190484900_1193013650767680,32
110,1.0,1.0,,2016-10-16 01:26:00,462508190484900_1193014360767609,33
111,1.0,1.0,,2016-10-16 01:25:00,462508190484900_1193013490767696,24
112,,1.0,,2016-10-16 01:25:00,462508190484900_1193013270767718,27
113,3.0,1.0,1.0,2016-10-16 01:25:00,462508190484900_1193013360767709,23
114,,1.0,,2016-10-16 01:25:00,462508190484900_1193013404101038,38
115,1.0,1.0,,2016-10-16 01:24:00,462508190484900_1193012997434412,11
116,,1.0,1.0,2016-10-16 01:24:00,462508190484900_1193013180767727,19
117,,2.0,3.0,2016-10-16 01:24:00,462508190484900_1193013084101070,54
118,1.0,1.0,,2016-10-16 01:24:00,462508190484900_1193013120767733,30
119,,1.0,1.0,2016-10-16 01:24:00,462508190484900_1193012850767760,28
120,,1.0,,2016-10-16 01:24:00,462508190484900_1193012914101087,5
121,,2.0,1.0,2016-10-16 01:23:00,462508190484900_1193012737434438,27
122,5.0,2.0,4.0,2016-10-16 01:23:00,462508190484900_1193012564101122,119
123,6.0,4.0,,2016-10-16 01:23:00,462508190484900_1193012450767800,77
124,1.0,,1.0,2016-10-16 01:22:00,462508190484900_1193012384101140,15
125,,,,2016-10-15 21:40:51,462508190484900_1192912547444457,30
126,2.0,3.0,1.0,2016-10-10 23:53:00,462508190484900_1188220201247025,35
127,1.0,,,2016-10-10 23:53:00,462508190484900_1188220251247020,23
128,1.0,1.0,,2016-10-10 23:52:01,462508190484900_1188220121247033,37
129,,1.0,,2016-10-10 23:52:00,462508190484900_1188219977913714,9
130,4.0,,1.0,2016-10-10 23:52:00,462508190484900_1188220067913705,40
131,3.0,,,2016-10-10 23:52:00,462508190484900_1188219891247056,16
132,2.0,,1.0,2016-10-10 23:51:00,462508190484900_1188219691247076,24
133,1.0,,3.0,2016-10-10 23:51:00,462508190484900_1188219827913729,32
134,1.0,3.0,,2016-10-10 23:51:00,462508190484900_1188219497913762,36
135,1.0,,,2016-10-10 23:51:00,462508190484900_1188219631247082,5
136,1.0,1.0,,2016-10-10 23:50:01,462508190484900_1188219344580444,15
137,4.0,7.0,1.0,2016-10-10 23:50:00,462508190484900_1188218951247150,116
138,,,2.0,2016-10-10 23:50:00,462508190484900_1188219074580471,22
139,1.0,,,2016-10-10 23:50:00,462508190484900_1188219414580437,9
140,1.0,,1.0,2016-10-10 08:00:00,462508190484900_1187469621322083,19
141,4.0,2.0,8.0,2016-10-10 07:59:01,462508190484900_1187469034655475,91
142,1.0,1.0,2.0,2016-10-10 07:59:00,462508190484900_1187469471322098,43
143,1.0,1.0,1.0,2016-10-10 07:58:00,462508190484900_1187468791322166,32
144,,,,2016-10-10 07:58:00,462508190484900_1187468901322155,6
145,1.0,1.0,3.0,2016-10-10 07:58:00,462508190484900_1187468724655506,38
146,2.0,,,2016-10-10 07:57:00,462508190484900_1187468144655564,29
147,2.0,,2.0,2016-10-10 07:57:00,462508190484900_1187468214655557,23
148,1.0,,,2016-10-10 07:57:00,462508190484900_1187468524655526,17
149,3.0,2.0,1.0,2016-10-10 07:57:00,462508190484900_1187468581322187,36
150,,1.0,1.0,2016-10-10 07:56:02,462508190484900_1187468087988903,21
151,2.0,1.0,,2016-10-10 07:56:01,462508190484900_1187468011322244,76
152,,,,2016-10-10 07:56:00,462508190484900_1187467771322268,8
153,1.0,1.0,4.0,2016-10-10 07:55:00,462508190484900_1187467441322301,29
154,,,,2016-10-10 07:55:00,462508190484900_1187467571322288,8
155,1.0,,,2016-10-10 07:55:00,462508190484900_1187467631322282,21
156,,1.0,,2016-10-10 07:54:01,462508190484900_1187467157988996,8
157,1.0,,,2016-10-10 07:54:00,462508190484900_1187467341322311,29
158,1.0,3.0,2.0,2016-10-10 07:54:00,462508190484900_1187467251322320,74
159,,,,2016-10-10 07:54:00,462508190484900_1187467011322344,10
160,3.0,3.0,2.0,2016-10-10 07:53:01,462508190484900_1187466837989028,86
161,4.0,1.0,3.0,2016-10-10 07:53:00,462508190484900_1187466954655683,34
162,6.0,1.0,3.0,2016-10-10 07:52:01,462508190484900_1187466494655729,118
163,3.0,,2.0,2016-10-10 07:52:00,462508190484900_1187466271322418,24
164,1.0,,,2016-10-10 07:51:00,462508190484900_1187465617989150,49
165,,,,2016-10-10 07:50:01,462508190484900_1187465061322539,9
166,1.0,,1.0,2016-10-10 07:50:00,462508190484900_1187465401322505,10
167,2.0,2.0,,2016-10-10 07:50:00,462508190484900_1187465481322497,47
168,12.0,5.0,4.0,2016-10-10 07:50:00,462508190484900_1187465201322525,321
169,19.0,6.0,5.0,2016-10-10 07:49:00,462508190484900_1187464984655880,332
170,,1.0,1.0,2016-10-10 07:49:00,462508190484900_1187464834655895,22
171,4.0,1.0,4.0,2016-10-06 21:00:00,462508190484900_1184772138258498,304
172,2.0,,1.0,2016-10-06 21:00:00,462508190484900_1184772331591812,34
173,3.0,1.0,,2016-10-06 20:59:00,462508190484900_1184771791591866,36
174,,,1.0,2016-10-06 20:58:01,462508190484900_1184771391591906,21
175,2.0,,,2016-10-06 20:58:00,462508190484900_1184771698258542,31
176,,2.0,,2016-10-06 20:58:00,462508190484900_1184771514925227,16
177,3.0,,,2016-10-06 20:58:00,462508190484900_1184771274925251,23
178,1.0,,,2016-10-06 20:55:00,462508190484900_1184770361592009,18
179,1.0,1.0,1.0,2016-10-06 20:54:00,462508190484900_1184770081592037,26
180,1.0,2.0,,2016-10-06 20:54:00,462508190484900_1184770004925378,28
181,,,,2016-10-06 20:54:00,462508190484900_1184770271592018,10
182,1.0,,,2016-10-06 20:54:00,462508190484900_1184769911592054,19
183,,,,2016-10-06 20:53:00,462508190484900_1184769568258755,20
184,,1.0,,2016-10-06 20:53:00,462508190484900_1184769784925400,24
185,2.0,1.0,2.0,2016-10-06 20:53:00,462508190484900_1184769698258742,25
186,12.0,7.0,2.0,2016-10-06 20:52:01,462508190484900_1184769168258795,224
187,,1.0,,2016-10-06 20:52:00,462508190484900_1184769248258787,3
188,2.0,1.0,1.0,2016-10-06 20:52:00,462508190484900_1184769421592103,30
189,17.0,2.0,12.0,2016-10-06 20:51:00,462508190484900_1184768668258845,250
190,2.0,,,2016-10-06 20:51:00,462508190484900_1184768398258872,25
191,3.0,,2.0,2016-10-06 20:51:00,462508190484900_1184768488258863,38
192,,2.0,,2016-10-06 20:50:00,462508190484900_1184768291592216,20
193,1.0,1.0,1.0,2016-10-06 20:50:00,462508190484900_1184768128258899,40
194,,,,2016-10-06 20:50:00,462508190484900_1184768224925556,11
195,1.0,,4.0,2016-10-06 20:42:00,462508190484900_1184763851592660,17
196,,,,2016-10-06 20:41:00,462508190484900_1184763318259380,25
197,22.0,41.0,3.0,2016-10-06 20:41:00,462508190484900_1184763644926014,396
198,,4.0,2.0,2016-10-06 20:41:00,462508190484900_1184763411592704,27
199,1.0,,1.0,2016-10-06 20:40:00,462508190484900_1184761904926188,70
200,1.0,1.0,4.0,2016-10-06 20:40:00,462508190484900_1184762341592811,46
201,2.0,1.0,,2016-10-06 20:40:00,462508190484900_1184763008259411,15
202,,1.0,,2016-10-06 20:40:00,462508190484900_1184763174926061,12
203,3.0,2.0,2.0,2016-10-06 20:39:00,462508190484900_1184761074926271,34
204,,1.0,,2016-10-06 20:39:00,462508190484900_1184761778259534,25
205,1.0,3.0,,2016-10-06 20:37:00,462508190484900_1184760264926352,23
206,5.0,1.0,,2016-10-06 20:37:00,462508190484900_1184760191593026,45
207,1.0,1.0,,2016-10-06 20:36:00,462508190484900_1184760081593037,23
208,1.0,1.0,1.0,2016-10-06 20:32:19,462508190484900_1184764114925967,40
209,1.0,1.0,1.0,2016-10-06 20:32:19,462508190484900_1184764114925967,40
210,3.0,,1.0,2016-10-04 15:58:12,462508190484900_1182942815108097,27
211,1.0,2.0,,2016-10-03 12:27:01,462508190484900_1181859281883117,30
212,,,3.0,2016-10-03 12:27:01,462508190484900_1181859505216428,23
213,,,3.0,2016-10-03 12:27:00,462508190484900_1181858951883150,31
214,1.0,,,2016-10-03 12:27:00,462508190484900_1181859158549796,7
215,3.0,,,2016-10-03 12:26:01,462508190484900_1181858778549834,41
216,3.0,2.0,,2016-10-03 12:25:01,462508190484900_1181857475216631,51
217,,,,2016-10-03 12:25:00,462508190484900_1181857088550003,10
218,1.0,4.0,2.0,2016-10-03 12:25:00,462508190484900_1181857815216597,40
219,6.0,2.0,2.0,2016-10-03 12:23:01,462508190484900_1181855551883490,91
220,1.0,,,2016-10-03 12:23:01,462508190484900_1181856031883442,5
221,,1.0,,2016-10-03 12:22:01,462508190484900_1181855225216856,12
222,,,,2016-10-03 12:22:00,462508190484900_1181855105216868,10
223,12.0,5.0,2.0,2016-10-03 12:22:00,462508190484900_1181854765216902,147
224,1.0,1.0,2.0,2016-10-03 12:22:00,462508190484900_1181854971883548,61
225,,,1.0,2016-10-03 12:21:00,462508190484900_1181854461883599,10
226,2.0,,,2016-10-03 12:21:00,462508190484900_1181854185216960,27
227,,,,2016-10-03 12:20:01,462508190484900_1181853588550353,17
228,,,4.0,2016-10-03 12:20:00,462508190484900_1181853685217010,17
229,,,,2016-10-03 12:20:00,462508190484900_1181853778550334,14
230,,1.0,,2016-10-03 12:19:02,462508190484900_1181852795217099,10
231,3.0,1.0,1.0,2016-10-03 12:19:01,462508190484900_1181853378550374,28
232,2.0,,1.0,2016-10-03 12:19:00,462508190484900_1181852998550412,53
233,,,2.0,2016-10-03 12:19:00,462508190484900_1181853201883725,14
234,1.0,,1.0,2016-10-03 12:18:01,462508190484900_1181852678550444,51
235,,,1.0,2016-10-03 12:18:01,462508190484900_1181852371883808,10
236,2.0,1.0,2.0,2016-10-03 12:18:01,462508190484900_1181852461883799,47
237,2.0,2.0,7.0,2016-10-03 12:18:01,462508190484900_1181852265217152,97
238,2.0,,,2016-10-03 12:17:01,462508190484900_1181851458550566,35
239,1.0,,1.0,2016-10-03 12:17:00,462508190484900_1181851585217220,26
240,1.0,,,2016-10-03 12:17:00,462508190484900_1181851665217212,10
241,3.0,,,2016-10-03 12:17:00,462508190484900_1181851878550524,33
242,,,,2016-10-03 12:16:00,462508190484900_1181851168550595,11
243,2.0,1.0,,2016-10-03 12:16:00,462508190484900_1181851278550584,37
244,,2.0,,2016-10-03 12:15:00,462508190484900_1181850905217288,44
245,2.0,1.0,1.0,2016-10-03 12:15:00,462508190484900_1181850508550661,23
246,,,,2016-10-03 12:15:00,462508190484900_1181850611883984,12
247,2.0,2.0,3.0,2016-09-30 22:03:02,462508190484900_1179572978778414,114
248,,4.0,,2016-09-30 22:02:01,462508190484900_1179572732111772,19
249,,,1.0,2016-09-30 22:01:00,462508190484900_1179572055445173,40
250,,,2.0,2016-09-30 22:01:00,462508190484900_1179572278778484,22
251,6.0,1.0,4.0,2016-09-30 22:01:00,462508190484900_1179572395445139,48
252,,,1.0,2016-09-30 22:00:00,462508190484900_1179571565445222,18
253,3.0,2.0,2.0,2016-09-30 22:00:00,462508190484900_1179571885445190,77
254,,1.0,1.0,2016-09-30 22:00:00,462508190484900_1179571982111847,16
255,,,,2016-09-30 21:59:01,462508190484900_1179571085445270,19
256,,,1.0,2016-09-30 21:59:00,462508190484900_1179571218778590,15
257,1.0,,,2016-09-30 21:59:00,462508190484900_1179571358778576,34
258,,1.0,1.0,2016-09-30 21:59:00,462508190484900_1179571455445233,12
259,8.0,9.0,6.0,2016-09-30 21:58:01,462508190484900_1179570218778690,155
260,2.0,2.0,1.0,2016-09-30 21:58:00,462508190484900_1179570882111957,41
261,4.0,,2.0,2016-09-30 21:58:00,462508190484900_1179570305445348,57
262,,1.0,1.0,2016-09-30 21:58:00,462508190484900_1179570748778637,14
263,3.0,,,2016-09-30 21:57:01,462508190484900_1179569932112052,27
264,,1.0,,2016-09-30 21:57:00,462508190484900_1179569792112066,29
265,1.0,,1.0,2016-09-30 21:56:00,462508190484900_1179568452112200,11
266,1.0,,5.0,2016-09-30 21:56:00,462508190484900_1179569588778753,81
267,6.0,,,2016-09-30 21:55:01,462508190484900_1179568122112233,64
268,,,1.0,2016-09-30 21:55:00,462508190484900_1179567675445611,15
269,,,1.0,2016-09-30 21:55:00,462508190484900_1179567792112266,29
270,1.0,,1.0,2016-09-30 21:54:00,462508190484900_1179567305445648,19
271,,,,2016-09-30 21:54:00,462508190484900_1179567015445677,17
272,4.0,4.0,3.0,2016-09-30 21:54:00,462508190484900_1179567478778964,52
273,,,2.0,2016-09-30 21:54:00,462508190484900_1179566845445694,44
274,1.0,,1.0,2016-09-30 21:53:00,462508190484900_1179566578779054,23
275,1.0,2.0,,2016-09-30 21:53:00,462508190484900_1179566088779103,17
276,1.0,2.0,,2016-09-30 21:53:00,462508190484900_1179566445445734,17
277,,,,2016-09-30 21:52:00,462508190484900_1179565518779160,10
278,,1.0,1.0,2016-09-30 21:52:00,462508190484900_1179565682112477,18
279,2.0,,,2016-09-30 21:51:01,462508190484900_1179565205445858,39
280,,2.0,2.0,2016-09-30 21:51:00,462508190484900_1179565035445875,18
281,,,,2016-09-30 21:51:00,462508190484900_1179565312112514,10
282,1.0,1.0,,2016-09-30 21:51:00,462508190484900_1179565412112504,22
283,,,,2016-09-30 11:50:46,462508190484900_1179190035483375,3
284,,1.0,1.0,2016-09-28 21:06:00,462508190484900_1177698778965834,91
285,,,1.0,2016-09-28 21:05:00,462508190484900_1177698418965870,14
286,1.0,,,2016-09-28 21:05:00,462508190484900_1177698118965900,37
287,,,,2016-09-28 21:05:00,462508190484900_1177698188965893,17
288,2.0,3.0,,2016-09-28 21:04:00,462508190484900_1177697685632610,57
289,,,1.0,2016-09-28 21:04:00,462508190484900_1177697875632591,10
290,3.0,4.0,3.0,2016-09-28 21:03:01,462508190484900_1177697312299314,41
291,,,2.0,2016-09-28 21:02:00,462508190484900_1177696468966065,12
292,2.0,,,2016-09-28 21:02:00,462508190484900_1177696525632726,12
293,1.0,,,2016-09-28 21:01:00,462508190484900_1177696218966090,9
294,,,,2016-09-28 21:01:00,462508190484900_1177696055632773,6
295,,,1.0,2016-09-28 21:01:00,462508190484900_1177695965632782,7
296,1.0,,1.0,2016-09-28 21:01:00,462508190484900_1177696335632745,39
297,,,,2016-09-28 21:00:01,462508190484900_1177695355632843,21
298,7.0,,,2016-09-28 21:00:00,462508190484900_1177695708966141,57
299,,,1.0,2016-09-28 21:00:00,462508190484900_1177695498966162,31
300,4.0,4.0,,2016-09-28 20:59:00,462508190484900_1177694718966240,84
301,1.0,,3.0,2016-09-28 20:59:00,462508190484900_1177694855632893,24
302,2.0,,,2016-09-28 20:59:00,462508190484900_1177695008966211,27
303,,,,2016-09-28 20:59:00,462508190484900_1177695142299531,13
304,1.0,1.0,,2016-09-28 20:58:01,462508190484900_1177694495632929,16
305,3.0,1.0,1.0,2016-09-28 20:58:00,462508190484900_1177694155632963,56
306,,1.0,2.0,2016-09-28 20:58:00,462508190484900_1177694315632947,22
307,,1.0,,2016-09-28 20:57:01,462508190484900_1177693978966314,29
308,1.0,,1.0,2016-09-28 20:57:00,462508190484900_1177693715633007,38
309,,1.0,,2016-09-28 20:57:00,462508190484900_1177693575633021,27
310,,,,2016-09-28 20:56:01,462508190484900_1177693245633054,24
311,,1.0,,2016-09-28 20:56:00,462508190484900_1177692812299764,24
312,1.0,2.0,1.0,2016-09-28 20:56:00,462508190484900_1177693382299707,19
313,1.0,1.0,,2016-09-28 20:55:00,462508190484900_1177692215633157,24
314,3.0,,3.0,2016-09-28 20:54:00,462508190484900_1177691925633186,33
315,,,1.0,2016-09-28 20:53:01,462508190484900_1177690558966656,14
316,,,,2016-09-28 20:52:00,462508190484900_1177689888966723,29
317,,1.0,,2016-09-28 20:52:00,462508190484900_1177690035633375,9
318,,,1.0,2016-09-28 20:52:00,462508190484900_1177690145633364,14
319,,1.0,1.0,2016-09-28 20:51:00,462508190484900_1177689632300082,12
320,,,1.0,2016-09-28 20:51:00,462508190484900_1177689398966772,11
321,2.0,5.0,2.0,2016-09-28 20:51:00,462508190484900_1177689735633405,95
322,,,2.0,2016-09-28 20:51:00,462508190484900_1177689248966787,37
323,,1.0,1.0,2016-09-28 20:50:00,462508190484900_1177688782300167,43
324,,1.0,2.0,2016-09-28 20:50:00,462508190484900_1177688965633482,16
325,,,1.0,2016-09-28 20:49:00,462508190484900_1177688155633563,10
326,1.0,1.0,1.0,2016-09-28 20:49:00,462508190484900_1177688565633522,32
327,2.0,2.0,1.0,2016-09-28 20:48:00,462508190484900_1177687868966925,20
328,1.0,,,2016-09-28 20:48:00,462508190484900_1177687988966913,19
329,1.0,2.0,,2016-09-26 15:52:00,462508190484900_1175989069136805,17
330,,,2.0,2016-09-26 15:52:00,462508190484900_1175988992470146,19
331,,1.0,3.0,2016-09-26 15:52:00,462508190484900_1175988929136819,19
332,1.0,1.0,,2016-09-26 15:51:01,462508190484900_1175988575803521,23
333,,,2.0,2016-09-26 15:51:00,462508190484900_1175988469136865,14
334,2.0,2.0,,2016-09-26 15:51:00,462508190484900_1175988745803504,37
335,,,1.0,2016-09-26 15:50:00,462508190484900_1175988102470235,11
336,1.0,,1.0,2016-09-26 15:50:00,462508190484900_1175988212470224,10
337,1.0,,,2016-09-26 15:50:00,462508190484900_1175988372470208,15
338,8.0,3.0,,2016-09-26 15:49:00,462508190484900_1175987662470279,90
339,3.0,3.0,1.0,2016-09-26 15:49:00,462508190484900_1175987879136924,111
340,1.0,1.0,,2016-09-26 15:48:00,462508190484900_1175987365803642,12
341,1.0,,1.0,2016-09-26 15:47:00,462508190484900_1175986969137015,20
342,,,1.0,2016-09-26 15:47:00,462508190484900_1175986829137029,31
343,1.0,1.0,,2016-09-26 15:47:00,462508190484900_1175986679137044,23
344,,,,2016-09-26 15:47:00,462508190484900_1175986489137063,28
345,1.0,2.0,,2016-09-26 15:46:01,462508190484900_1175986082470437,28
346,,,,2016-09-26 15:46:01,462508190484900_1175986175803761,18
347,,2.0,,2016-09-26 15:46:01,462508190484900_1175986292470416,18
348,8.0,1.0,1.0,2016-09-26 15:46:00,462508190484900_1175986389137073,109
349,1.0,,,2016-09-26 15:45:00,462508190484900_1175985955803783,17
350,1.0,2.0,2.0,2016-09-24 12:16:00,462508190484900_1174127659322946,50
351,1.0,,1.0,2016-09-24 12:15:01,462508190484900_1174127512656294,11
352,,,2.0,2016-09-24 12:15:00,462508190484900_1174127199322992,13
353,,2.0,,2016-09-24 12:15:00,462508190484900_1174127349322977,13
354,,,2.0,2016-09-24 12:14:01,462508190484900_1174126632656382,11
355,1.0,,1.0,2016-09-24 12:14:00,462508190484900_1174126852656360,21
356,2.0,,,2016-09-24 12:14:00,462508190484900_1174126969323015,17
357,,1.0,,2016-09-24 12:13:02,462508190484900_1174126332656412,27
358,5.0,3.0,1.0,2016-09-24 12:13:00,462508190484900_1174126142656431,55
359,,1.0,1.0,2016-09-24 12:13:00,462508190484900_1174126445989734,19
360,,,,2016-09-24 12:12:00,462508190484900_1174126015989777,23
361,2.0,1.0,,2016-09-24 12:11:01,462508190484900_1174125185989860,19
362,9.0,3.0,1.0,2016-09-24 12:11:01,462508190484900_1174125562656489,180
363,1.0,,,2016-09-24 12:11:00,462508190484900_1174125305989848,33
364,,1.0,,2016-09-24 12:10:00,462508190484900_1174124782656567,14
365,,1.0,1.0,2016-09-24 12:09:00,462508190484900_1174124565989922,21
366,13.0,8.0,7.0,2016-09-24 12:09:00,462508190484900_1174124335989945,180
367,2.0,1.0,4.0,2016-09-24 12:08:01,462508190484900_1174123622656683,38
