status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
590134557680030_1315271551832990,"#3999
The shower curtain has accidentally gone up my butt crack multiple times while shaving my legs in the shower, and I'm never ever admitting this to my suitemates. Ever.",,status,,2016-04-26 11:33:38,2,0,0
590134557680030_1314953695198109,"#3998
I have dental phobia. I've scheduled an appointment with a dentist three times already and cancelled every time. It's never been a problem until now though, because my wisdom teeth are coming in, and it's causing a lot of pain and swelling. I don't have any family near here to take me to the dentist to get them removed, I don't know any dentists around here that I trust, and I'm a loner, so I don't really have friends either. It's just really scary.",,status,,2016-04-26 00:41:09,1,3,0
590134557680030_1314953381864807,"#3997
I am disgusted by the number of students here that chew with their mouths open and smack their food. How, at the age of 18+, do think chewing with your mouth open is ok? Wouldn't you maybe want to fix this gross, very audible habit, for when you are sitting across the table from that special someone on a dinner date, or with a boss from work over some food? Grow up, and shut your mouth please",,status,,2016-04-26 00:40:23,48,6,0
590134557680030_1314953325198146,"#3996
A past member of a student group I am in committed suicide on Friday. Today, we received an email listing the counseling options offered by Wash U SHS. As someone else who has suffered from depression and anxiety, I know first hand exactly how mismanaged the mental health services are on campus I know this because I have sought them out in the past. It honestly feels like a punch in the gut to know that not only has one of my sisters lost her life, but that Wash U and our organization at large think that directing us towards a counseling service with a wait-list into next semester is an appropriate way to react. I want an open and honest discussion, but I don't see an opportunity for one to ever take place.",,status,,2016-04-26 00:40:10,90,3,0
590134557680030_1313783648648447,"#3995
JJ Tomlin's beard is the greatest thing about this campus. #notanopinion #fact",,status,,2016-04-24 10:13:28,1,1,0
590134557680030_1313752168651595,"#3994
I feel like going to college has just made me tired all the time. No way it's just me.",,status,,2016-04-24 09:38:52,27,1,0
590134557680030_1312006888826123,"#3993
Even though I come from an upper middle class background, I feel a huge economic gap between my friends and me. I work a lot and am constantly worrying about money and how much things cost. This is all on top of a very generous financial aid package I'm perpetually terrified of losing. Meanwhile most of my friends didn't even apply for aid, constantly go out to eat, and don't hold jobs. It sucks having to limit how much I hang out with then based on costs. I have no idea how students from low socioeconomic backgrounds handle it here.",,status,,2016-04-21 23:14:46,118,2,1
590134557680030_1310919998934812,"#3992
Half the time when I leave lecture and pretend to use the bathroom, I actually just stand outside for a few minutes to chill out.",,status,,2016-04-20 09:55:26,29,0,0
590134557680030_1306726749354137,"#3991
I feel like the song ""Rich Girl"" by Hall and Oates describes a lot of people at this school.",,status,,2016-04-14 09:43:51,16,0,0
590134557680030_1304281252932020,"#3990
I'm looking for classes to register for next semester. Does anyone know which professors would be down to smoke weed with me?",,status,,2016-04-10 21:34:23,3,2,0
590134557680030_1303529533007192,"#3989
Am I the only person not doing anything fun tonight?",,status,,2016-04-09 21:02:16,8,0,0
590134557680030_1303519333008212,"#3988
I got my brand new mattress when I moved off campus this past fall. It's trashed already. I can't figure out if it's because of all the sex with my giant boyfriend or just how much time I spend lying around in it like a lazy ass. Either way, I'm embarrassed.",,status,,2016-04-09 20:36:48,4,0,0
590134557680030_1302866469740165,"#3987
There's a guy sitting right across from me in the library dangling his feet around with his shoes off, and his feet. smell. terrible. I want to do something about this, but I don't want to be a jerk. But danggg...",,status,,2016-04-08 23:21:38,0,3,0
590134557680030_1301518409874971,"#3986
I know that I'm lucky to be at Wash U, and I have it better than a lot of people. But I can't help being upset that I'm paying an extra 25 grand a year over my state school, and what I get out of this extra money is worse grades and a much lower chance at achieving my dream. Admittedly I'm probably getting a better education than I would at my state school, but that doesn't matter if I can't get into med school and use that education.",,status,,2016-04-07 01:46:36,22,3,0
590134557680030_1301391236554355,"#3985
Shoutout to Adderall for helping me to get through Prob Stats tomorrow!",,status,,2016-04-06 20:48:47,2,0,0
590134557680030_1301333453226800,"#3984
Psyllium husk tastes so bad going in, but feels so good coming out.",,status,,2016-04-06 19:02:23,1,0,0
590134557680030_1301082126585266,"#3983
I was one of those kids in high school that only asked people how they did on the ACT so I could tell them about my good scores. I didn't actually give a shit about what they got on the test. I just needed to show that my brain's dick was bigger than their brain's dick. I now sit in my dorm room at 10PM on a Saturday coming up with clever brain dick jokes to get some sweet anonymous Facebook likes.",,status,,2016-04-06 11:08:26,4,1,0
590134557680030_1301081779918634,"#3982
Sometimes when I'm really tired and I have to go to the bathroom, I forget whether I've pooped or peed, and I have to peek in the toilet and check to figure out where to wipe.",,status,,2016-04-06 11:07:47,2,0,0
590134557680030_1301081599918652,"#3981
When my best friend asked me what college I was going to this fall, instead of answering I splashed a pail of pond scum on him. All he could do was stare at me incredulously. I then whispered into his ear: ""Don't worry, I'm going to wash you.""",,status,,2016-04-06 11:07:23,166,1,0
590134557680030_1301081236585355,"#3979
I wish someone with programming experience would use wash U Faces to create a washu facial recognition app. I'm terrible with names.",,status,,2016-04-06 11:07:00,8,2,0
590134557680030_1301081093252036,"#3978
I am of mixed Asian descent and my family immigrated before I started pre-K. I carry parts of my parents' cultures as a part of me, but I don't really identify with either of their home countries.

I was raised in America, and this is all I remember.

I am an American citizen.

It doesn't bother me when you ask about my ethnicity, but when you tell me I'm not American, it displaces me.

I vote! I eat burgers and pizza! I fly *American* Airlines! I've had the quintessential summer camp experience! 

I do not fit into your black and white Venn diagram, but please, don't invalidate my experience, my existence. If you insist I am not American, please, someone, tell me what I really am.",,status,,2016-04-06 11:06:48,48,0,1
590134557680030_1300749009951911,"In case you missed it: 
http://www.studlife.com/scene/2016/01/31/wash-u-confessions-administrator-to-step-down-requests-page-become-dormant/

I realize I hadn't posted confessions in over two months and had never formally retired the page. I do apologize for suddenly not posting anymore.

There's a lot I have to say about the things I've seen while running Wash U Confessions, but I think the article does a good job of summing it up. I posted a more in-depth status on my personal Facebook page.

After the article came out, I just didn't want to check submissions anymore. It had been a while since I could go a day without having to read suicidal letters, political rants and threats. And honestly, I've been much happier since I've stopped posting. 

But I do owe it to the Wash U Confessions community to not drop off the face of the Earth like that. 

I'll start posting again tomorrow morning, and will be posting until the semester ends. Sorry again for not having posted for two months. I really just needed a mental break.

Brian","Wash U Confessions administrator to step down, requests page become dormant",link,http://www.studlife.com/scene/2016/01/31/wash-u-confessions-administrator-to-step-down-requests-page-become-dormant/,2016-04-05 23:24:06,43,1,0
590134557680030_1255615317798614,"#3977
It's time for me to admit this -- I don't like BLTs. I like bacon, lettuce, and tomato each separately. But I do not like BLTs. Everything always falls out. And it's hot and cold at the same time. The lettuce is too crunchy with the bacon. The tomato gets mushy. I don't like BLTs.",,status,,2016-02-09 11:35:02,21,3,0
590134557680030_1253989854627827,"#3976
I wrote smut for my boyfriend, but had to print it in the Olin library. I accidentally left a page. He has some... interesting fetishes. I am SO sorry to whoever picked it up. I hope you didn't read it.",,status,,2016-02-06 20:59:58,27,0,0
590134557680030_1251900424836770,"#3975
I can make all the weird John Mayer faces when I sing John Mayer but I can't dance like Michael Jackson when I sing Michael Jackson",,status,,2016-02-03 10:03:31,9,0,0
590134557680030_1251581071535372,"#3974
I fail to see why people continue to insist that putting solar panels in roads is a good idea. We already have more unused space than we can fill on the flat rooftops of buildings, where they wouldn't be covered up, will get less wear and tear, and generally look nicer.",,status,,2016-02-02 21:28:42,9,0,0
590134557680030_1251580998202046,"#3973
The lady at the world fusion station at BD remembered who I was, even though I haven't been in probably 1.5 years, since I moved off campus. Honestly it made my day. One thing I'll miss when I graduate is the friendly staff. Take a moment to talk to someone who works here-- it might make their day, just like she made mine",,status,,2016-02-02 21:28:33,112,0,0
590134557680030_1251474224879390,"#3672
I did nude yoga with the inventor of a drug that saved many lives but inadvertently killed thousands of people.",,status,,2016-02-02 16:57:15,3,0,0
590134557680030_1251474164879396,"#3671
Let me confess something: I'm amusical. I don't understand music, and I've listened to lots of it. Rock, jazz, hip-hop, techno/EDM, modern classical, Romantic/Baroque, Renaissance music, folk, world. It all sounds basically the same to me: loud, discordant, unpleasant clanging. I'd get the same out of crashing plates. 

When I was about 12, I hated the fact that I was amusical. I tried denying it to myself. I tried exercises to help my pitch discrimination and rhythm. I bought dozens of albums in different genres and listened to them over and over. I took piano lessons for eighteen months (but didn't get much beyond ""Mary Had a Little Lamb""). Eventually I just accepted it: I have no sense of music. So what? I can read. I can enjoy visual art. I can hike and bicycle. I can watch sports. I can enjoy lots of things in the world, just not music. Yes, that one source of pleasure is closed off to me...but I've accepted that.

Let me confess something else: I'm a straight guy and I'm terrible with women. I'm a sophomore (20) and a virgin. And in my late adolescence, I tried everything. I bought all the books on attracting women I could. I hit the gym. I spent hundreds on nice clothes and dating apps. I got dozens of numbers, asked lots of girls to lunch. Nothing. So I'm trying to accept, just like I did with music, that I will not be sexually satisfied in the foreseeable future. As with music, one source of pleasure is closed off to me. And yet...with music, I could accept it, that I'll never enjoy music. But it's so much harder for me to accept that I'll spend my youth without the sexual pleasure I want so much. I know it's true, but I still feel like if I just asked this one girl out, just went to the gym one more time, just cut this one snack food from my diet...

To me, it is deeply sad that our culture does not recognize virgin-shaming as a serious problem. I think it would be easier for me if it weren't for the fact that my virginity humiliates me so much. ""Neckbeard"" and ""virgin"" and ""incel"" are constant terms of abuse. There is article after article about slut-shaming, but almost nothing about virgin-shaming. Anyone who tries to recognize this as a real problem has to couch it in all kinds of disclaimers, like ""Of course I'm not saying women owe me sex..."" And of course they don't. I'm not saying women owe me sex; I am saying that there should be more support for men like me to accept that they will not have sex. It's not about changing what I have, it's about accepting what I have. It's about getting the mental strength to accept –– as with my amusicality –– the cards life dealt me...and living happily and with dignity anyway.",,status,,2016-02-02 16:57:06,4,1,0
590134557680030_1251474104879402,"#3970
I hate Star Wars.",,status,,2016-02-02 16:56:49,8,6,0
590134557680030_1250862421607237,"#3969
Let me confess something: I'm amusical. I don't understand music, and I've listened to lots of it. Rock, jazz, hip-hop, techno/EDM, modern classical, Romantic/Baroque, Renaissance music, folk, world. It all sounds basically the same to me: loud, discordant, unpleasant clanging. I'd get the same out of crashing plates. 

When I was about 12, I hated the fact that I was amusical. I tried denying it to myself. I tried exercises to help my pitch discrimination and rhythm. I bought dozens of albums in different genres and listened to them over and over. I took piano lessons for eighteen months (but didn't get much beyond ""Mary Had a Little Lamb""). Eventually I just accepted it: I have no sense of music. So what? I can read. I can enjoy visual art. I can hike and bicycle. I can watch sports. I can enjoy lots of things in the world, just not music. Yes, that one source of pleasure is closed off to me...but I've accepted that.

Let me confess something else: I'm a straight guy and I'm terrible with women. I'm a sophomore (20) and a virgin. And in my late adolescence, I tried everything. I bought all the books on attracting women I could. I hit the gym. I spent hundreds on nice clothes and dating apps. I got dozens of numbers, asked lots of girls to lunch. Nothing. So I'm trying to accept, just like I did with music, that I will not be sexually satisfied in the foreseeable future. As with music, one source of pleasure is closed off to me. And yet...with music, I could accept it, that I'll never enjoy music. But it's so much harder for me to accept that I'll spend my youth without the sexual pleasure I want so much. I know it's true, but I still feel like if I just asked this one girl out, just went to the gym one more time, just cut this one snack food from my diet...

To me, it is deeply sad that our culture does not recognize virgin-shaming as a serious problem. I think it would be easier for me if it weren't for the fact that my virginity humiliates me so much. ""Neckbeard"" and ""virgin"" and ""incel"" are constant terms of abuse. There is article after article about slut-shaming, but almost nothing about virgin-shaming. Anyone who tries to recognize this as a real problem has to couch it in all kinds of disclaimers, like ""Of course I'm not saying women owe me sex..."" And of course they don't. I'm not saying women owe me sex; I am saying that there should be more support for men like me to accept that they will not have sex. It's not about changing what I have, it's about accepting what I have. It's about getting the mental strength to accept –– as with my amusicality –– the cards life dealt me...and living happily and with dignity anyway.",,status,,2016-02-01 15:57:20,4,0,0
590134557680030_1250328621660617,"#3968
I ran out of pads/tampons and didn't have time to buy new ones... So I just wore the same pad for pretty much a whole day. I now have diaper rash on my cooter. Fucking ow.",,status,,2016-01-31 19:43:45,3,0,0
590134557680030_1250326624994150,"Wash U Confessions will be retiring within the next few weeks. 

This was a hard decision to make. It's been on my mind every day for months. This was a project that I poured a tremendous amount of time and energy into. Watching Wash U Confessions grow from a page that had been dead for months and back into to a flourishing community was a tremendous pleasure.

But I'm sad and relieved to say that this page has served its purpose and is ready for retirement. There will be more information to come briefly and I'm sure there will be questions - I will answer them with transparency and honesty because the community deserves that. 

Until then, washuconfessions.com will still be operational and I will serve with loyalty and dedication until the very end.

Yours Sincerely,
Admin",,status,,2016-01-31 19:39:55,33,2,0
590134557680030_1249167101776769,"#3967
As an extrovert, something I've always struggled with is being 
alone. Especially at such an upbeat, social, conversation-oriented university, It was easy for me to feel that I was alone or out of the loop. But tonight I spent several hours just wandering around Forest Park, listening to my favorite music and reading Harry Potter. It was that moment when I realized the importance of having some time for yourself, and for the first time in a while I felt comfortable and blissful being by myself.",,status,,2016-01-30 00:03:38,121,1,0
590134557680030_1249166975110115,"#3966
I'm still angry at my parents for not taking me to see ""Harry Potter and the Sorcerer's Stone"" on opening day in 2001. They said that a dinner party was more important and that I should stop whining.",,status,,2016-01-30 00:03:17,27,0,0
590134557680030_1249166918443454,"#3965
I confess that I've been thinking a lot lately about what we do after someone commits suicide. I've seen people filling Facebook with meaningful tributes to people who have taken their own lives and I can't help but think about how messed up it is that we do this only once people are gone. Why don't we tell people how much they mean to us just because we care, and we can?",,status,,2016-01-30 00:03:04,19,0,0
590134557680030_1248365735190239,"#3964
People think I'm weird because I don't like to have conversations, always look really confused, and say weird things. What they don't know is that it's because I'm 60% deaf and literally have no idea what's going on most of the time.",,status,,2016-01-28 20:02:08,7,2,0
590134557680030_1248365628523583,"#3963
I came from one of the wealthiest families in my town, but today in class I was flabbergasted when the guy in front of my spent over $1000 on 2 sweaters and a pair of sweatpants. How is that even possible?",,status,,2016-01-28 20:01:54,4,1,0
590134557680030_1248156811877798,"#3962
I like telling outrageous stories in a completely deadpan voice. People believe me more often than you'd expect.",,status,,2016-01-28 11:38:15,11,0,0
590134557680030_1248156621877817,"#3961
I confess that I find people with tattoos insanely hot. The real world has much more body expression variation than WashU, in a lot of ways. Shout out to any WashU students who defy the expression norm. You're cute and I dig it.",,status,,2016-01-28 11:37:55,12,0,0
590134557680030_1247882398571906,"#3960
I have over 200 matches on tinder. TALK TO ME DAMNIT.",,status,,2016-01-28 00:41:41,11,1,0
590134557680030_1247882371905242,"#3959
I really want my student group to do the studlife naked photo shoot just so that I can see some of the members naked",,status,,2016-01-28 00:41:27,31,3,0
590134557680030_1247823881911091,"#3958
If we've seen each other naked I expect at least a ""hi"" in passing.",,status,,2016-01-27 23:20:55,21,0,0
590134557680030_1247820725244740,"#3957
I secretly want to show off my hot, successful, amazing boyfriend to my ex who cheated on me...is that wrong?",,status,,2016-01-27 23:08:16,0,2,0
590134557680030_1247820675244745,"#3956
In the last year my mom has placed her new high-status job over family, even missing my little brother's birthday dinner. She is seriously struggling to balance work and family and I feel anti-feminist when I try to talk to her about it. But I hated trying to explain to a 12 year old why his mom was too busy to make it home for dinner.",,status,,2016-01-27 23:08:05,7,0,0
590134557680030_1247820618578084,"#3955
I'm a closeted guy and told my crush that he's beautiful.
I was left with ""read"" and I never heard from him since. I've never felt so naked and embarrassed in my life. Please people, don't do that to other people. At least say no so I can give up completely",,status,,2016-01-27 23:07:41,14,0,0
590134557680030_1247820585244754,"#3954
I feel really fucked up because most of the time I think I'm at peace being a lonely single dude but other times I get truly depressed and even angry seeing happy couples.",,status,,2016-01-27 23:07:31,5,1,0
590134557680030_1247812781912201,"#3953
It's starting to bother me that I don't have a job and don't know where I'll live or work in just a few months. While I am happy for all my friends that are set, sometimes I can't help, but feel a bit jealous or wonder what they did that I didn't to get the job. Then there are some times when I learn who got the job offer and I grow bitter because they are not nice people or skip class all the time while I bust my ass.",,status,,2016-01-27 22:44:23,4,1,0
590134557680030_1247812735245539,"#3952
I forgot how exhausting fighting depression is. I've been okay for going on three years now but recent events have me spiraling down and lately I just want to give in...",,status,,2016-01-27 22:44:10,4,1,0
590134557680030_1247812638578882,"#3951
I still don't know who posted that Wash U Admirer's post about me a long time ago. (It was so long ago that I think it might have been 2 admins ago.) I wish I would have commented on it, but I didn't know that people did that at the time. I haven't another since and hope that I will sometime soon.",,status,,2016-01-27 22:43:54,3,0,0
590134557680030_1247812538578892,"#3950
One of my biggest goals coming into college was to get laid. Still hasn't happened, not even to my first kiss yet.

I still regret nothing.",,status,,2016-01-27 22:43:27,3,0,0
590134557680030_1247809001912579,"#3949
I eat chalk.",,status,,2016-01-27 22:33:08,3,2,0
590134557680030_1247808601912619,"#3948
I think that being aroused unintentionally is the best kind of feeling.",,status,,2016-01-27 22:32:39,3,0,0
590134557680030_1247800101913469,"#3947
I forgot to wear deodorant this morning, and someone very handsome told me I smelled good. I'm not quite sure how that works.",,status,,2016-01-27 22:07:37,7,1,0
590134557680030_1247800038580142,"#3946
I usually don't get attracted to teachers. I never have. My mind and heart could never allow it. But my English professor is definitely the exception. I think I've fallen for him. I want to tell him, but that would ruin so much. His voice, his eyes, his perfect grammar... 

TAKE ME, MAN MEAT!!!",,status,,2016-01-27 22:07:28,0,0,0
590134557680030_1247798965246916,"#3945
Sometimes I wonder if I'll ever find someone that can stimulate me on an intellectual level. Life becomes dull when everyone is too busy drinking and hating one another. I just wish I could meet someone like myself. 

Not likely.",,status,,2016-01-27 22:07:18,17,5,1
590134557680030_1247798891913590,"#3944
I still watch Jake and Amir sketches...constantly",,status,,2016-01-27 22:07:10,11,3,0
590134557680030_1247798858580260,"#3943
I farted in the library and everyone smelled it. I blamed it on the guy next to me and instantly regretted it. He was very handsome and probably my type. I seriously screwed up, guys.",,status,,2016-01-27 22:07:03,11,1,0
590134557680030_1247798818580264,"#3942
Sometimes I eat ice cream, but throw it back up because I like the way it tastes.",,status,,2016-01-27 22:06:55,0,0,0
590134557680030_1247798758580270,"#3941
I think women that sleep with multiple men at a time are sluts. You couldn't convince me, otherwise. And I'm a guy.",,status,,2016-01-27 22:06:46,0,9,0
590134557680030_1247798705246942,"#3940
My boyfriend doesn't know that I still have a crush on an ex.",,status,,2016-01-27 22:06:39,0,0,0
590134557680030_1247798631913616,"#3939
Sometimes I forget that I'm human.",,status,,2016-01-27 22:06:32,7,0,0
590134557680030_1247798578580288,"#3938
I really like this guy, who has said that he's also into guys (thankfully skipping any awkward asumptions), but I feel too worried about opening myself up emotionally to ask him out. Emotions are really difficult. I've only been out for a short time, and I'm not used to being able to be open about liking or dating guys.",,status,,2016-01-27 22:06:25,7,1,0
590134557680030_1247782658581880,"Until midnight - submit a confession shorter than 150 words and it will be posted as long as it's actually a confession!

www.washuconfessions.com",,status,,2016-01-27 21:32:34,0,1,0
590134557680030_1247656645261148,"#3937
I seriously feel like my penis is too small. Like no one has said anything but I feel self conscious when I watch porn. Sorry if that's TMI admin!",,status,,2016-01-27 16:22:26,2,2,0
590134557680030_1247504741943005,"#3936
Back when I was a teenager, I was trans. I hated my body, didn't feel that it was right, and repeatedly talked with my parents about getting a sex-change operation. They were supportive, but told me that I should see a psychologist first, and if I still was certain at the end of eight months or so, they would get me in for the operation. And you know what? Damned if they weren't right. Turns out hormones are weird things. Every day I'm thankful to them for saving me from what would surely have been hell otherwise.",,status,,2016-01-27 11:53:56,22,3,0
590134557680030_1245973378762808,"#3935
I love when people pass by me on bikes because booty",,status,,2016-01-24 23:39:51,3,0,0
590134557680030_1244802128879933,"#3934
I have a full schedule this semester, and I haven't gone to a single class yet. Or even logged onto Blackboard. Is there a ""motivation for life"" fairy or something? I think she missed my stop.",,status,,2016-01-22 22:50:21,8,5,0
590134557680030_1243769212316558,"#3933
All these freshmen talking about hookups and SO's and all that and here I'm a 26 year-old senior (worked a few years before college) who's never even kissed anyone or held anyone's hand.",,status,,2016-01-21 01:42:22,20,0,0
590134557680030_1243769118983234,"#3932
Just saw this curly-haired girl picking her nose while being lost in a book. It was oddly endearing that she was so focused on studying that she forgot about her surroundings.",,status,,2016-01-21 01:42:02,7,0,0
590134557680030_1243401422353337,"#3931
It's so cold that when I got home I ran my hands under warm water screaming ""Live! LIVE!""",,status,,2016-01-20 09:37:19,19,0,0
590134557680030_1242914429068703,"#3930
I have to get something off my chest that I've been thinking about for a long time now. 

Horses are too big like wtf they're like 8 feet tall, they should be like the size of goats. They can and will kill a man, which, granted, isn't saying much because many things can kill a man, including a dedicated enough goose, but still. Also, horses are jacked af, have you ever really looked at a horse, because they have large rippling muscles that exude bloodlust.

Horses want to destroy me. Horses have no empathy and I am afraid. 

I don't care if I get hate for this, it needs to be said. Horses are too damn big.",,status,,2016-01-19 11:52:15,121,8,3
590134557680030_1242914199068726,"#3929
One of my favorite professors left for another school a while back. I’m not sure why, but I really miss him, much more than I thought I would. I miss taking his classes, and the way he made his subject the most interesting thing in the world. Beyond a doubt, he inspired my love for his subject, and it was his classes that persuaded me to choose my minor. He was incredibly inspirational to me, and showed me how amazing the universe can be. I regret that I never got to know him better. I never seemed to have time to go to his office hours, or meet outside of class. I always figured there would be time for that later. I’ve considered reaching out to him several times, but I’m nervous about it, and I don't know if I should. I doubt he’d remember me—I was just one face in a lecture hall of 100 students. It makes me a little sad that he probably has no idea what a huge impact he had on my education, or how inspirational he was to me and to others.",,status,,2016-01-19 11:51:38,15,3,0
